,S005_003,S010_003,S011_003,S014_003,S022_003,S026_003,S034_003,S035_003,S037_003,S042_003,S044_003,S045_003,S046_003,S050_003,S051_003,S052_003,S053_003,S054_003,S056_003,S057_003,S058_003,S059_003,S060_003,S061_003,S062_003,S067_003,S068_003,S069_003,S070_003,S071_003,S072_003,S073_003,S074_003,S075_003,S076_003,S077_003,S078_003,S079_003,S081_003,S082_003,S085_003,S087_003,S088_003,S090_003,S095_003,S096_003,S097_003,S098_003,S099_003,S101_003,S102_003,S105_003,S107_003,S108_003,S109_003,S111_003,S118_003,S124_003,S125_003
S067_003,0.9999457816152211,0.9998487279054223,0.9999248988910624,0.9999658512708073,0.9999623480719113,0.9999338069628075,0.9999352523412228,0.9998827674090359,0.999975583523492,0.999886651899704,0.9999758041545307,0.9999496162779762,0.9999680549491337,0.9999514101631194,0.9999310023930227,0.9999520409213594,0.999940251395869,0.9999202246392157,0.9999724043652093,0.9997663373730924,0.9999231310867677,0.9999673491758924,0.9999029796727515,0.999968646950017,0.9999394781522007,1.0,0.9999817122183394,0.9999484871123329,0.9998997494842159,0.9999828253074212,0.9999666199815203,0.999928391445599,0.9999623271902702,0.9999737737340897,0.9999588108529359,0.9999505259146911,0.9999199874645444,0.999756807028631,0.9999446549109667,0.9999532206869128,0.9998741596308443,0.9999815702578667,0.9999404738449335,0.9999071824614743,0.999965452393164,0.9999446755516319,0.9999222429065672,0.9999682327983249,0.999917496751839,0.9998932399703226,0.9999387785794644,0.9999839010481503,0.9999745596058991,0.9999563836227121,0.9999513887349512,0.999955538039672,0.9999266488710976,0.9999568445087371,0.9999585947839822
S068_003,0.9999408369283932,0.9998802186324656,0.9999421473756647,0.9999583707852845,0.9999556005732821,0.9999525827276017,0.9999691331688496,0.9998730036766147,0.9999686031720368,0.9998344510482398,0.9999558110061414,0.9999761648783326,0.9999527337338784,0.9999642692674056,0.9999502650531896,0.999908229645303,0.9999611706681751,0.9999256093981194,0.9999581984026641,0.9997418982401023,0.9999055877341044,0.99996109546589,0.9998877727188141,0.9999563207572326,0.9999472830963746,0.9999817122183394,1.0,0.9999064622672545,0.9998969258227586,0.9999744264112359,0.999967265227071,0.9999146844751325,0.9999293642602547,0.9999735969528629,0.9999463341214572,0.9999632112089314,0.9999385082051233,0.9997471151644303,0.999899383601887,0.9999553016724354,0.9999426021086549,0.9999724511065471,0.999935741541377,0.9999452582023258,0.9999579209339874,0.9999336284988801,0.9999256943507087,0.9999867881660582,0.999921049676676,0.999926866706567,0.9999641586695355,0.9999597440411465,0.9999581303817116,0.9999574118649567,0.9999422644171713,0.9999496881597462,0.9998764083373018,0.9999493265204785,0.9999617476696132
S069_003,0.9999290398337684,0.999801354547296,0.9998040405846459,0.9998693134054398,0.9999169638347892,0.9999222736251493,0.9998823301166807,0.9998843796919411,0.9999311309703017,0.9999177273238892,0.9999378812698914,0.9998940977826977,0.9999329056570545,0.9999252869646726,0.9998511613679241,0.9999315817432455,0.9998614899370655,0.9998905948162182,0.9999489341511223,0.9996869363298408,0.9999279039497493,0.9999202816998206,0.9999538599388417,0.9999129840179538,0.999924496041056,0.9999484871123329,0.9999064622672545,1.0,0.999917756538674,0.9999689121519422,0.999926033336098,0.9999272774223745,0.9999110918242411,0.9999181992674362,0.9999501840409579,0.9999045434950289,0.9999003007031606,0.9997610510063011,0.9999810247668015,0.9999174124593665,0.9997772044782051,0.9999387499408513,0.9998691871842065,0.9998615198693772,0.9998810634675765,0.999890550955818,0.999863455992185,0.9998813764575153,0.9999201072751961,0.9998520429805285,0.9998446427877602,0.9999539171163215,0.9999538799392875,0.9999237399827529,0.9999242108517623,0.9999390837733186,0.9998676449784695,0.9999266288945249,0.99989522990466
S070_003,0.9997942458415477,0.999933409710273,0.9997765788139977,0.9998470221414125,0.9999310662972825,0.9998925267128799,0.9999066622476327,0.9999590999102348,0.9999446223976506,0.9998752409336357,0.9999200052067475,0.9999284091229185,0.9999147589519604,0.9999560077434818,0.9999321256553109,0.9998843779733947,0.9998759112708083,0.9999371284694093,0.999912892440606,0.99965865743738,0.9998764054712702,0.9999020163909975,0.9999225512279235,0.9999310932532894,0.9999555292090956,0.9998997494842159,0.9998969258227586,0.999917756538674,1.0,0.9999267732344161,0.9999501042751975,0.9998998004236375,0.9998659172234949,0.9999349753995412,0.999978924393949,0.9999103217877238,0.9999040763907281,0.9999447838293402,0.9998570357044413,0.9999512720738402,0.9998788962904247,0.999929055274853,0.9999030917510765,0.9998473796565649,0.9998150234263001,0.9998614797714075,0.9999121906770474,0.9998807324339083,0.9998677741643229,0.9998998956719012,0.9998663730997114,0.9999302783336068,0.9998778714630437,0.999947884671635,0.9999295426801114,0.9999101846209737,0.9998298055695259,0.9999363897128734,0.9999144784257396
S071_003,0.9999609371920235,0.9998454510628231,0.999915865836741,0.9999320108967866,0.9999499548657628,0.9999656413767432,0.9999384557558424,0.9998771358985695,0.9999717026924193,0.9998961317479629,0.9999686586472859,0.999949480060236,0.9999466708280594,0.9999620048512304,0.9999283960636872,0.9999263497533022,0.9999150656137747,0.9999202406874682,0.9999740964622786,0.9997692743481118,0.9999422090179496,0.9999520735392818,0.999935757062977,0.999960707538948,0.999954400455467,0.9999828253074212,0.9999744264112359,0.9999689121519422,0.9999267732344161,1.0,0.9999713196197642,0.9999550527501441,0.9999419856078432,0.9999557867150767,0.9999587555055008,0.9999734339910722,0.999948383394771,0.9997782219462388,0.9999596403264627,0.9999580029617852,0.9998809651189752,0.9999688570315232,0.9999056316891858,0.9999462476044879,0.9999469073880819,0.9999347346382023,0.9999251459722495,0.9999534513777429,0.9999167437378229,0.9999138693389781,0.999942546639142,0.999966286867899,0.9999631768840085,0.9999463360425852,0.9999378095304571,0.9999699209405275,0.9998924311702404,0.9999495426653705,0.9999520601201817
S072_003,0.9998899960814237,0.9999323713000122,0.9998838653935882,0.9999584258501519,0.999977398863161,0.9999343598241781,0.9999673682922808,0.9999164517282157,0.9999895291590017,0.9998894250651355,0.9999880988081962,0.999980993451026,0.9999378875325818,0.9999777358977783,0.9999768828187147,0.999940347726468,0.9999553737409613,0.9999781705592212,0.9999747485242418,0.999713312316559,0.9999610338962683,0.9999734033225776,0.9999237745118247,0.9999811697932495,0.9999600588153335,0.9999666199815203,0.999967265227071,0.999926033336098,0.9999501042751975,0.9999713196197642,1.0,0.9999729059561954,0.9999531069547191,0.9999637647914023,0.9999740550428031,0.9999841427124445,0.9999515375620357,0.9998380204206937,0.9998917623493754,0.9999736658466107,0.9999302726699826,0.9999897090367371,0.9999610028382104,0.9999127512216395,0.9999322962428553,0.9999588271582163,0.999936017675737,0.9999594871665985,0.9999203748121438,0.9999492475853555,0.9999504834400945,0.9999624157396502,0.9999251713974219,0.999980676157701,0.9999741371666889,0.9999465665302391,0.9999071110303771,0.9999803194594994,0.9999886331968917
S073_003,0.9998950545926671,0.9998590374779731,0.9998299083289033,0.9999185301330953,0.999932024582851,0.9999127765763032,0.9999253504490274,0.9998401369037464,0.999950158371878,0.9998836273516523,0.9999707027032975,0.9999337509195796,0.9998708547888036,0.9999320532599507,0.9999179226862739,0.9999144271243536,0.9999009876851893,0.9999471703318475,0.9999586447129646,0.9996616372708604,0.9999929137933248,0.9999402267412143,0.9999198646489993,0.9999401721828425,0.9999105667836887,0.999928391445599,0.9999146844751325,0.9999272774223745,0.9998998004236375,0.9999550527501441,0.9999729059561954,1.0,0.9999347086735441,0.9998922144364445,0.999922174121609,0.9999771138369496,0.9999334863686584,0.9997501213639423,0.9998987923486158,0.9999241843696814,0.9998556343182191,0.9999566214649892,0.9998991798502652,0.9998903832221017,0.9999053803200416,0.9999462010076434,0.9998741235338159,0.9999015461409932,0.9998999092381925,0.9999163738192636,0.9999057823983062,0.9999126538273939,0.9998835098885235,0.9999333658497127,0.9999376701205603,0.999917503122386,0.99987516959029,0.9999449569272999,0.9999574315698959
S074_003,0.9998812071538096,0.999822042231979,0.9999045581725553,0.9999824375615218,0.999976357066042,0.9999176420270326,0.9998936209628657,0.9998817756118527,0.9999769936109473,0.9999499000819306,0.9999869919330217,0.9999136940642656,0.999948917695131,0.999940786594559,0.9999388744031821,0.9999838271516838,0.9998924219961115,0.9999332604137058,0.9999843827408728,0.9998190160751376,0.9999364391762413,0.9999775446791136,0.9999163850335435,0.9999816620802459,0.9999364514436568,0.9999623271902702,0.9999293642602547,0.9999110918242411,0.9998659172234949,0.9999419856078432,0.9999531069547191,0.9999347086735441,1.0,0.9999498960582851,0.9999345486852083,0.999934013638858,0.9999377205449786,0.9997447856984669,0.9998727738723266,0.9999598474269746,0.999821776188356,0.9999675362815551,0.9999524142587551,0.9998849367676014,0.9999757228961351,0.9999887196392643,0.999945140239573,0.9999531454295014,0.9998814447591751,0.9999172745309044,0.9999418819450908,0.9999691278004373,0.9999421517424707,0.9999320555064171,0.9999528703896818,0.9999602516544827,0.9999867822543473,0.9999690355420036,0.9999744838156218
S075_003,0.999883084918813,0.9999092879808136,0.9999047822214536,0.9999591303090414,0.9999860530530891,0.9999433516613322,0.999949595355902,0.9999530660161057,0.9999846431560523,0.9999022783831408,0.9999643474467562,0.9999657577831129,0.9999921707157757,0.9999826846670763,0.999963582730589,0.9999550531074481,0.9999448241658082,0.9999491644990192,0.9999692808876954,0.9997707684769487,0.9998884097692761,0.9999769273152567,0.9999248767359857,0.9999757735731345,0.999979172134553,0.9999737737340897,0.9999735969528629,0.9999181992674362,0.9999349753995412,0.9999557867150767,0.9999637647914023,0.9998922144364445,0.9999498960582851,1.0,0.9999821421215179,0.9999275260330422,0.9999434275383889,0.9998304351145207,0.9998777878187899,0.9999844546613454,0.9999147227095553,0.999978091701806,0.9999721989689154,0.9999068210244597,0.9999429187830126,0.9999442442303126,0.999960938272378,0.9999810163357808,0.9999228262949988,0.9999375144359152,0.9999459808783442,0.9999903076883636,0.9999705140902305,0.9999753823325519,0.9999703593158912,0.9999660308572421,0.9999243248343483,0.999977955335567,0.9999665764762933
S076_003,0.9998627871301794,0.9999340785660843,0.9998396515552923,0.9999246526117475,0.9999783588906818,0.9999282911572496,0.9999437263125379,0.9999750242133917,0.9999811422395753,0.9999178158700768,0.9999666727538082,0.9999616278046008,0.9999742708006445,0.9999824733212295,0.9999529681855145,0.999954110954391,0.999932292425436,0.9999654092435624,0.9999644555910354,0.9997099658159618,0.9999154663972429,0.9999640767009653,0.9999495459943121,0.9999682977489602,0.9999785267222614,0.9999588108529359,0.9999463341214572,0.9999501840409579,0.999978924393949,0.9999587555055008,0.9999740550428031,0.999922174121609,0.9999345486852083,0.9999821421215179,1.0,0.9999302793531314,0.9999350633770296,0.9998878803917908,0.9999006611421248,0.9999793399546091,0.9998949790678108,0.999977851070347,0.9999610643437136,0.9998767110253822,0.9998971014530051,0.9999268457256006,0.9999396663986899,0.9999416320146325,0.9999288864435684,0.9999276657887949,0.9999078321447407,0.9999837857883818,0.9999491368502017,0.9999846113578914,0.9999777081280734,0.9999525024501591,0.9999039297788012,0.999980447843905,0.9999575427284888
S077_003,0.9999141337017075,0.9998747487403788,0.9999140711295621,0.9999404950459557,0.9999439301314405,0.9999447878455978,0.9999498261679677,0.9998442432320795,0.99996815648096,0.9998574972577843,0.9999687742350364,0.9999597736128688,0.9998945791244517,0.9999544789972171,0.9999588493813543,0.999894724573043,0.9999217020953004,0.9999403085209508,0.999960521966186,0.9997400709204827,0.9999570433175504,0.9999452365715534,0.9998995545277367,0.9999620558029707,0.9999358889995975,0.9999505259146911,0.9999632112089314,0.9999045434950289,0.9999103217877238,0.9999734339910722,0.9999841427124445,0.9999771138369496,0.999934013638858,0.9999275260330422,0.9999302793531314,1.0,0.9999541257643995,0.9997756856016582,0.9998854577723648,0.9999506607015498,0.9999210932442194,0.9999613463539694,0.9999085350553196,0.9999493479235667,0.9999385518586813,0.9999469675349703,0.9999222087974149,0.9999498842879256,0.999884240169821,0.9999410573999281,0.999965184926988,0.999924736279296,0.9999010569887902,0.9999377281703279,0.9999291460751186,0.9999412431719408,0.9998757124298105,0.9999447229706147,0.9999729475628161
S078_003,0.9998905205245898,0.9998650715139525,0.9998943042015126,0.9999298118008579,0.999964907340993,0.9999869614263894,0.9999411920802395,0.9998985883321866,0.9999655090867047,0.9999218562557991,0.9999522158013451,0.9999471753910707,0.9999313197559527,0.9999806042442443,0.9999514060727837,0.9999205779374047,0.9998907326898169,0.99994745733584,0.999976179035875,0.9997850575582785,0.9999307104268675,0.999962908983587,0.9999640943528935,0.9999544046003869,0.9999803945231565,0.9999199874645444,0.9999385082051233,0.9999003007031606,0.9999040763907281,0.999948383394771,0.9999515375620357,0.9999334863686584,0.9999377205449786,0.9999434275383889,0.9999350633770296,0.9999541257643995,1.0,0.9997652367831138,0.9998404753701685,0.9999769378305238,0.9999044863407496,0.9999453027869407,0.9999189104144124,0.9999678193556484,0.9999395094351801,0.9999647342129783,0.9999566461495356,0.9999604745987326,0.9999116441215853,0.999988768452522,0.9999623025857818,0.999935693927367,0.9999322398076518,0.9999336884583152,0.99994199132023,0.9999816717514209,0.9998917986802411,0.9999641422724554,0.9999658416694797
S079_003,0.9995582577787718,0.9998610750707135,0.9996458078868383,0.9997134974012539,0.9998247099531954,0.9997290945592422,0.9997456996463496,0.9999026310107897,0.9998423906942541,0.9997812923234929,0.9997979847133878,0.9997891644226438,0.9997972724994915,0.9998411428642281,0.9998622956184811,0.9997629663796097,0.9997166367710931,0.999826148591265,0.9997719536164279,0.9996078251766624,0.9997024607235964,0.9997608906949499,0.99977904276645,0.9998453584316096,0.9998541983265578,0.999756807028631,0.9997471151644303,0.9997610510063011,0.9999447838293402,0.9997782219462388,0.9998380204206937,0.9997501213639423,0.9997447856984669,0.9998304351145207,0.9998878803917908,0.9997756856016582,0.9997652367831138,1.0,0.9996700226753735,0.9998613507334443,0.9997565626517472,0.9997956307285917,0.999802009667779,0.9996863166038241,0.9996564160467941,0.9997227324042297,0.9998515634822897,0.9997427739480058,0.9996620921277615,0.999775468575342,0.9997517643533727,0.9998148712463926,0.9997089566451407,0.9998251276911286,0.9998014601277774,0.9997808011072936,0.999744830465366,0.9998192079751214,0.9998000533365075
S081_003,0.9999537295482472,0.9997278696271864,0.9998070571843154,0.9998408756215664,0.9998613142331518,0.9998840237013196,0.9998487605217402,0.9997960180847144,0.9998885494616827,0.9998417156698499,0.9999024842038343,0.9998582049059282,0.9998910524107639,0.9998697792476731,0.9997954464529933,0.9998801629728628,0.9998397841659104,0.999823834120943,0.9999082184123317,0.9996500438323294,0.9998953688907949,0.9998749321151295,0.9998848341633068,0.9998700638058408,0.9998612985092358,0.9999446549109667,0.999899383601887,0.9999810247668015,0.9998570357044413,0.9999596403264627,0.9998917623493754,0.9998987923486158,0.9998727738723266,0.9998777878187899,0.9999006611421248,0.9998854577723648,0.9998404753701685,0.9996700226753735,1.0,0.9998590794238883,0.999737359002181,0.9999072797116695,0.9998112351343617,0.9998372935519744,0.9998667393900279,0.999841409893903,0.9998014884126948,0.9998518427242795,0.9998831488125938,0.9997780186357557,0.9998132468810715,0.9999188724701693,0.9999329547231615,0.9998784979680814,0.9998699962053947,0.9998947857784003,0.999818702540322,0.9998692441033035,0.9998496054217907
S082_003,0.9998666598926974,0.999908474540453,0.9999038309518128,0.9999522959465756,0.999991030230814,0.9999620798248261,0.999941114341713,0.9999541051325893,0.9999928821280664,0.9999388783822859,0.9999736048573754,0.9999591989128624,0.9999718340749356,0.999992665832149,0.9999812422685643,0.9999539065151996,0.9999143503915324,0.9999635227183356,0.9999810121768999,0.999809885263687,0.9999138686593398,0.9999757535992366,0.9999528038748107,0.9999883869607381,0.9999947175267361,0.9999532206869128,0.9999553016724354,0.9999174124593665,0.9999512720738402,0.9999580029617852,0.9999736658466107,0.9999241843696814,0.9999598474269746,0.9999844546613454,0.9999793399546091,0.9999506607015498,0.9999769378305238,0.9998613507334443,0.9998590794238883,1.0,0.9999110378013301,0.9999709185836383,0.9999612821647412,0.99993327340015,0.9999418597789697,0.9999634584650554,0.9999854422224903,0.9999724790821657,0.9999033645372445,0.9999701998562798,0.9999640358168593,0.9999768501761401,0.9999478989868558,0.9999647981786698,0.9999664898141222,0.9999829795791803,0.9999353348512312,0.9999844876094506,0.9999802311566872
S085_003,0.9998064529424278,0.9999427712449136,0.9998419780587235,0.9998845327392805,0.9999050214112704,0.9998912228462246,0.9999722307766584,0.9998533189998323,0.9999100343340807,0.9997139845764131,0.9998803193406449,0.9999721982352167,0.9998640522286516,0.999937621479972,0.9999450245729271,0.9998011724065086,0.9999493544264983,0.9999244098036929,0.9998769057726443,0.9995781523208185,0.9998420351245143,0.9999021328316242,0.9998199276124131,0.9998891294884441,0.999909121937074,0.9998741596308443,0.9999426021086549,0.9997772044782051,0.9998788962904247,0.9998809651189752,0.9999302726699826,0.9998556343182191,0.999821776188356,0.9999147227095553,0.9998949790678108,0.9999210932442194,0.9999044863407496,0.9997565626517472,0.999737359002181,0.9999110378013301,1.0,0.999913286664684,0.9999058027991026,0.9998956733583821,0.9998483566011289,0.9998643198886193,0.9998716147629488,0.999935778413369,0.9998759286305215,0.9999364314745701,0.9999205662714747,0.9998644633897268,0.9998422552740363,0.9999305861720328,0.9999026050191375,0.9998619462536121,0.9997475145991798,0.9999052781833352,0.9999246849058339
S087_003,0.9999079543162899,0.9999211180171028,0.9998799962738406,0.9999748678411108,0.9999872049831222,0.999934431885693,0.9999701157816406,0.9999267401399632,0.999989065471468,0.9999013790681657,0.9999916963020993,0.9999810087574832,0.9999654872887933,0.9999772281000603,0.9999601908608866,0.9999686828620541,0.9999710975089088,0.9999772605801749,0.9999842864333909,0.999703521685675,0.9999586947176878,0.9999911677252445,0.9999322038744742,0.9999774139739073,0.9999594546408781,0.9999815702578667,0.9999724511065471,0.9999387499408513,0.999929055274853,0.9999688570315232,0.9999897090367371,0.9999566214649892,0.9999675362815551,0.999978091701806,0.999977851070347,0.9999613463539694,0.9999453027869407,0.9997956307285917,0.9999072797116695,0.9999709185836383,0.999913286664684,1.0,0.99997925078717,0.9998967200346608,0.9999483696827703,0.9999688890185582,0.9999265995961604,0.9999701426211265,0.9999519099937177,0.999940619742579,0.9999377115465703,0.9999824023274752,0.9999579527749495,0.9999906009173942,0.999990420591513,0.999951823773467,0.9999258005891406,0.999990271867066,0.9999861685220925
S088_003,0.9998164314554833,0.9999393613974235,0.9998385530134439,0.999970414416935,0.9999864554406561,0.9998871827274998,0.9999482962053229,0.9999460726576417,0.9999718159394283,0.9998848174742077,0.9999670857418835,0.999962984782144,0.9999579337993658,0.9999620635831459,0.9999616836497333,0.9999640665867459,0.9999605885931327,0.9999779707068804,0.999956368999507,0.9996744074900047,0.9999078190341418,0.9999831723032414,0.9998982392627943,0.9999634766287113,0.9999455608633292,0.9999404738449335,0.999935741541377,0.9998691871842065,0.9999030917510765,0.9999056316891858,0.9999610028382104,0.9998991798502652,0.9999524142587551,0.9999721989689154,0.9999610643437136,0.9999085350553196,0.9999189104144124,0.999802009667779,0.9998112351343617,0.9999612821647412,0.9999058027991026,0.99997925078717,1.0,0.9998391970735391,0.999918826590726,0.9999585360569874,0.999923587696952,0.999957292000135,0.9999236340278386,0.999936763245752,0.999914748719511,0.9999645723160091,0.9999228731389658,0.9999812160755587,0.9999874650379559,0.9999187015509262,0.9999273772793553,0.9999856646145536,0.9999760039313493
S090_003,0.9999216415639081,0.9997810583159049,0.9999447192022312,0.9998917025890819,0.9999042017282154,0.9999829977641486,0.9999096359182317,0.9998004442418872,0.9999239127542247,0.9998366107170613,0.9999020137638563,0.9999129449970774,0.9998858686241364,0.9999370894616242,0.9999134413938038,0.9998373289732853,0.9998498136576791,0.9998652322041085,0.9999317857719491,0.9998145729490024,0.9998722167015699,0.9999057831240596,0.9998949582196601,0.9999146290771304,0.9999365241697763,0.9999071824614743,0.9999452582023258,0.9998615198693772,0.9998473796565649,0.9999462476044879,0.9999127512216395,0.9998903832221017,0.9998849367676014,0.9999068210244597,0.9998767110253822,0.9999493479235667,0.9999678193556484,0.9996863166038241,0.9998372935519744,0.99993327340015,0.9998956733583821,0.9998967200346608,0.9998391970735391,1.0,0.9999346842819873,0.9999093715736378,0.9999280729119354,0.9999484578736784,0.9998492369884127,0.9999404368119628,0.9999688165468367,0.9998891062312695,0.9999082538966968,0.9998703385184453,0.9998635604229956,0.9999585703627184,0.9998258357351604,0.999894711036056,0.9999193784261233
S095_003,0.9999278879904394,0.9997768573655802,0.9999643095693606,0.9999812962976472,0.9999512935448414,0.9999408930977054,0.9999017770014341,0.9998204330482576,0.9999577789086104,0.9998908122506174,0.999960301991566,0.9999139129488396,0.9999371106569547,0.9999285632512346,0.9999247723491681,0.9999381784569596,0.9998942749731915,0.9998915984750525,0.9999696896124624,0.9998436685458955,0.9999047879452249,0.9999622222754424,0.9998810668049497,0.9999599940126177,0.9999213659087651,0.999965452393164,0.9999579209339874,0.9998810634675765,0.9998150234263001,0.9999469073880819,0.9999322962428553,0.9999053803200416,0.9999757228961351,0.9999429187830126,0.9998971014530051,0.9999385518586813,0.9999395094351801,0.9996564160467941,0.9998667393900279,0.9999418597789697,0.9998483566011289,0.9999483696827703,0.999918826590726,0.9999346842819873,1.0,0.9999730380967969,0.9999358764586773,0.9999760880534788,0.9998719653599685,0.9999131920790862,0.9999693728653989,0.9999480882281966,0.9999505819241388,0.9999039561376662,0.9999165891204983,0.9999609085105569,0.9999475500091297,0.9999374216563542,0.9999589304820131
S096_003,0.9998799112524918,0.9998506507273582,0.9998968739474076,0.9999834584346069,0.9999801426471883,0.9999366967395666,0.9999251796732475,0.9998804890213682,0.9999751257235588,0.9999337353638217,0.9999837591346967,0.9999369048325649,0.9999359659452042,0.9999553497929026,0.9999507937498252,0.9999698073800481,0.9999121327539193,0.9999558904822188,0.9999871979938507,0.9997809070505722,0.9999530641551517,0.9999866268002577,0.9999284122982214,0.9999736550460543,0.9999455638636188,0.9999446755516319,0.9999336284988801,0.999890550955818,0.9998614797714075,0.9999347346382023,0.9999588271582163,0.9999462010076434,0.9999887196392643,0.9999442442303126,0.9999268457256006,0.9999469675349703,0.9999647342129783,0.9997227324042297,0.999841409893903,0.9999634584650554,0.9998643198886193,0.9999688890185582,0.9999585360569874,0.9999093715736378,0.9999730380967969,1.0,0.999941701152899,0.999963537147414,0.9999059749891158,0.9999569376065263,0.9999546350020656,0.9999524863515299,0.999932230582212,0.999940969758887,0.9999623290481006,0.9999603535968429,0.9999599347654551,0.9999774969291181,0.9999862995110103
S097_003,0.9998208537622838,0.9998472465873384,0.9999271549250306,0.9999328214779579,0.9999646212162354,0.9999399657578241,0.9998827651373497,0.9999158479565374,0.999970798560292,0.9999275544654684,0.9999419173830923,0.9999089727870787,0.9999459745400017,0.9999607690080078,0.9999706679733684,0.9999207836080208,0.9998497392906204,0.9999125299388942,0.9999517645411964,0.9998882461567078,0.9998524964608737,0.9999389573935534,0.999908619700174,0.9999780931927728,0.9999734179951354,0.9999222429065672,0.9999256943507087,0.999863455992185,0.9999121906770474,0.9999251459722495,0.999936017675737,0.9998741235338159,0.999945140239573,0.999960938272378,0.9999396663986899,0.9999222087974149,0.9999566461495356,0.9998515634822897,0.9998014884126948,0.9999854422224903,0.9998716147629488,0.9999265995961604,0.999923587696952,0.9999280729119354,0.9999358764586773,0.999941701152899,1.0,0.9999559026067558,0.9998211255744863,0.9999451048745003,0.9999690416824191,0.9999477647672428,0.9999130600276749,0.9999095228491397,0.9999136771882198,0.9999719976269598,0.9999387478121932,0.9999460960882549,0.9999546428539231
S098_003,0.9999103298248454,0.9998775241834194,0.9999500776774083,0.9999785071407036,0.9999755966431527,0.9999594998762946,0.999959928394964,0.9998910374914936,0.9999765527153992,0.9998710308342458,0.9999612849742953,0.9999688882553001,0.9999644807843836,0.9999728328698951,0.9999659303157918,0.9999316782290835,0.999948616876688,0.9999375789968858,0.9999705311884135,0.9997895806909001,0.9998988317486783,0.9999782154565376,0.9999014371122668,0.9999692987555159,0.9999624198951844,0.9999682327983249,0.9999867881660582,0.9998813764575153,0.9998807324339083,0.9999534513777429,0.9999594871665985,0.9999015461409932,0.9999531454295014,0.9999810163357808,0.9999416320146325,0.9999498842879256,0.9999604745987326,0.9997427739480058,0.9998518427242795,0.9999724790821657,0.999935778413369,0.9999701426211265,0.999957292000135,0.9999484578736784,0.9999760880534788,0.999963537147414,0.9999559026067558,1.0,0.9999142089518727,0.9999560038191735,0.9999806289653977,0.9999640197421255,0.9999592637095137,0.9999536591716712,0.999951691271672,0.9999657751166694,0.9999146862088245,0.99996506128032,0.9999763651154857
S099_003,0.9999019284647369,0.9998851944785672,0.9997626024952733,0.9998950093730119,0.9999292662282236,0.9999161398044348,0.9999622703406376,0.9998916249439844,0.9999142470337541,0.9998364442805965,0.9999198719967106,0.9999532986267498,0.9999265512686002,0.9999409426650981,0.9998621648723167,0.9999157615989874,0.9999528018478769,0.9999403522731101,0.9999370264794196,0.9995247264571997,0.9999290927948984,0.999952943474688,0.9999345478799976,0.9998784784632745,0.9999177003150075,0.999917496751839,0.999921049676676,0.9999201072751961,0.9998677741643229,0.9999167437378229,0.9999203748121438,0.9998999092381925,0.9998814447591751,0.9999228262949988,0.9999288864435684,0.999884240169821,0.9999116441215853,0.9996620921277615,0.9998831488125938,0.9999033645372445,0.9998759286305215,0.9999519099937177,0.9999236340278386,0.9998492369884127,0.9998719653599685,0.9999059749891158,0.9998211255744863,0.9999142089518727,1.0,0.999908347880934,0.9998417486435346,0.9999282534425489,0.9999439830812503,0.9999622987327593,0.9999640730617698,0.9999014883649391,0.9998093841254807,0.9999478894001788,0.9999131146857474
S101_003,0.9998373649525198,0.9999089875133677,0.9998626925847635,0.9999271095734031,0.9999640905809396,0.9999596480405107,0.9999544467400714,0.9999083301638397,0.9999568669408497,0.9998860592331752,0.9999397620544593,0.9999588842163688,0.9999145064401762,0.9999788220817368,0.9999642999659418,0.9999036671065735,0.9999093956769969,0.9999652362897298,0.9999567478079494,0.9997234017263977,0.9999159010819436,0.9999599757716088,0.9999391960050211,0.9999438889864054,0.9999715887250163,0.9998932399703226,0.999926866706567,0.9998520429805285,0.9998998956719012,0.9999138693389781,0.9999492475853555,0.9999163738192636,0.9999172745309044,0.9999375144359152,0.9999276657887949,0.9999410573999281,0.999988768452522,0.999775468575342,0.9997780186357557,0.9999701998562798,0.9999364314745701,0.999940619742579,0.999936763245752,0.9999404368119628,0.9999131920790862,0.9999569376065263,0.9999451048745003,0.9999560038191735,0.999908347880934,1.0,0.999953577731341,0.9999159817815818,0.9998991753691427,0.9999416747286479,0.9999478065866662,0.999951588762863,0.99986841125837,0.999965118063359,0.9999687515789825
S102_003,0.9998824828051684,0.9998389574040811,0.999972081901533,0.9999589814386604,0.999951209137252,0.9999528602362436,0.9999237254037215,0.9998435727589788,0.9999652579890007,0.9998618753366578,0.9999475372407816,0.9999381428813806,0.9999167023496756,0.9999523820749862,0.9999719013511843,0.9998917101053771,0.9998945985542799,0.999910601404263,0.9999532473245697,0.9998485090434143,0.9998856889342658,0.9999452460123914,0.9998743617923119,0.999968377023562,0.99994652884784,0.9999387785794644,0.9999641586695355,0.9998446427877602,0.9998663730997114,0.999942546639142,0.9999504834400945,0.9999057823983062,0.9999418819450908,0.9999459808783442,0.9999078321447407,0.999965184926988,0.9999623025857818,0.9997517643533727,0.9998132468810715,0.9999640358168593,0.9999205662714747,0.9999377115465703,0.999914748719511,0.9999688165468367,0.9999693728653989,0.9999546350020656,0.9999690416824191,0.9999806289653977,0.9998417486435346,0.999953577731341,1.0,0.9999258712367005,0.9999095232648323,0.9999088703191725,0.9999066886925599,0.99995883084415,0.999906731151588,0.9999353001651753,0.9999693938410255
